0 91.86
1 100.02
2 76.86
3 107.6
4 77.5
5 106.92
6 125.9
7 117.38
8 103.8
9 113.84
10 112.8
11 76.74
12 91.3
13 120.8
14 86.62
15 92.7
16 83.24
17 101.94
18 108.96
19 103.66
20 83.74
21 74.58
22 123.32
23 87.58
24 96.06
25 89.06
26 115.52
27 94.1
28 95.82
29 103.76
30 95.76
31 101.02
32 114.5
33 93.82
34 101.42
35 96.22
36 77.24
37 79.38
38 97.16
39 97.72
40 96.28
41 115.16
42 105.98
43 97.44
44 120.86
45 129.36
46 134.76
47 97.52
48 99.32
49 120.22
50 75.8
51 78.16
52 79.92
53 87.38
54 106.7
55 114.28
56 105.44
57 136.72
58 95.3
59 86.54
60 103.28
61 110.64
62 77.22
63 135.66
64 113.5
65 137.98
66 90.54
67 83.92
68 86.84
69 107.08
70 112.46
71 78.58
72 106.98
73 108.3
74 111.04
75 85.08
76 139.78
77 87.22
78 98.9
79 86.9
80 100.66
81 80.76
82 84.32
83 89.84
84 96.12
85 91.62
86 98.6
87 93.04
88 120.3
89 92.16
90 106.14
91 103.04
92 109.94
93 77.9
94 117.4
95 97.22
96 103.82
97 92.02
98 84.84
99 119.92
